PPG_IR1,PPG_IR2,PPG_G1,PPG_G2,PacketCounter,PacketLoss,Timestamp
25097,23543,251630,242768,4440,0,11:28:36.811499
25153,23542,251648,242778,4450,0,11:28:36.851250
25120,23533,251646,242773,4460,0,11:28:36.891143
25122,23540,251618,242775,4470,0,11:28:36.932228
25119,23534,251622,242771,4480,0,11:28:36.971386
25121,23538,251632,242775,4490,0,11:28:37.011827
25120,23538,251626,242770,4500,0,11:28:37.051191
25124,23540,251630,242769,4510,0,11:28:37.092083
25128,23531,251633,242772,4520,0,11:28:37.131992
25111,23537,251631,242776,4530,0,11:28:37.171369
25117,23533,251627,242778,4540,0,11:28:37.212057
25106,23539,251642,242773,4550,0,11:28:37.251875
25118,23536,251609,242766,4560,0,11:28:37.291529
25140,23537,251634,242773,4570,0,11:28:37.331909
25123,23533,251619,242775,4580,0,11:28:37.372165
25589,23997,251629,242768,4590,0,11:28:37.412043
27109,25400,251654,242778,4600,0,11:28:37.451753
27109,25399,251649,242772,4610,0,11:28:37.492099
27110,25402,251596,242772,4620,0,11:28:37.531859
27111,25405,251625,242771,4630,0,11:28:37.571811
27108,25401,251629,242773,4640,0,11:28:37.611995
27111,25403,251630,242774,4650,0,11:28:37.651535
27107,25400,251627,242772,4660,0,11:28:37.691916
27115,25398,251623,242768,4670,0,11:28:37.732108
27109,25402,251626,242766,4680,0,11:28:37.771512
27151,25404,251620,242764,4690,0,11:28:37.811205
27106,25402,251623,242765,4700,0,11:28:37.852098
27009,25395,251624,242769,4710,0,11:28:37.891617
27155,25405,251638,242765,4720,0,11:28:37.932064
27067,25402,251631,242768,4730,0,11:28:37.972323
27109,25402,251576,242764,4740,0,11:28:38.012256
27108,25405,251702,242760,4750,0,11:28:38.051264
27107,25401,251596,242759,4760,0,11:28:38.092368
27102,25394,251619,242761,4770,0,11:28:38.132169
27108,25399,251624,242765,4780,0,11:28:38.172420
27108,25400,251625,242763,4790,0,11:28:38.212254
27112,25405,251623,242764,4800,0,11:28:38.252044
27106,25398,251623,242760,4810,0,11:28:38.291223
27110,25404,251620,242763,4820,0,11:28:38.332219
27106,25398,251617,242761,4830,0,11:28:38.372431
27144,25399,251619,242758,4840,0,11:28:38.412378
27062,25406,251619,242763,4850,0,11:28:38.452121
27177,25404,251623,242760,4860,0,11:28:38.491262
27107,25405,251641,242752,4870,0,11:28:38.532173
27109,25401,251580,242763,4880,0,11:28:38.572419
27105,25398,251644,242755,4890,0,11:28:38.612094
27109,25402,251612,242753,4900,0,11:28:38.652413
27108,25401,251621,242750,4910,0,11:28:38.692361
27105,25399,251611,242745,4920,0,11:28:38.731362
27110,25403,251618,242762,4930,0,11:28:38.772263
27147,25405,251621,242761,4940,0,11:28:38.812428
27102,25402,251616,242755,4950,0,11:28:38.851231
27105,25399,251617,242757,4960,0,11:28:38.892426
27092,25399,251644,242756,4970,0,11:28:38.932241
27128,25405,251624,242765,4980,0,11:28:38.972012
27120,25403,251616,242758,4990,0,11:28:39.012067
27082,25401,251607,242762,5000,0,11:28:39.051152
27107,25404,251635,242766,5010,0,11:28:39.091940
27108,25399,251641,242759,5020,0,11:28:39.132127
27107,25403,251567,242755,5030,0,11:28:39.171269
27110,25405,251617,242759,5040,0,11:28:39.212370
27108,25401,251619,242760,5050,0,11:28:39.251328
27107,25400,251615,242757,5060,0,11:28:39.292366
27107,25401,251619,242760,5070,0,11:28:39.332121
27111,25400,251625,242764,5080,0,11:28:39.372345
27111,25405,251617,242754,5090,0,11:28:39.411249
27138,25407,251625,242767,5100,0,11:28:39.452054
29084,27259,251627,242766,5110,0,11:28:39.491430
28994,27253,251622,242767,5120,0,11:28:39.531731
29130,27262,251633,242768,5130,0,11:28:39.571791
29058,27260,251626,242768,5140,0,11:28:39.612196
29084,27255,251578,242752,5150,0,11:28:39.652017
29084,27256,251665,242760,5160,0,11:28:39.691812
29085,27255,251607,242765,5170,0,11:28:39.732126
29086,27257,251617,242754,5180,0,11:28:39.772302
29081,27253,251612,242752,5190,0,11:28:39.812413
29086,27255,251615,242755,5200,0,11:28:39.852175
29085,27253,251613,242752,5210,0,11:28:39.892429
29070,27250,251615,242760,5220,0,11:28:39.931292
29071,27257,251616,242761,5230,0,11:28:39.972102
29084,27255,251618,242760,5240,0,11:28:40.011558
29091,27255,251612,242745,5250,0,11:28:40.051978
29072,27254,251614,242754,5260,0,11:28:40.091980
29140,27256,251617,242756,5270,0,11:28:40.132075
29077,27258,251625,242763,5280,0,11:28:40.171949
29083,27257,251597,242754,5290,0,11:28:40.212362
29082,27256,251633,242757,5300,0,11:28:40.252393
29082,27252,251608,242757,5310,0,11:28:40.281885
29085,27254,251617,242764,5320,0,11:28:40.332086
29082,27256,251609,242750,5330,0,11:28:40.371972
29113,27250,251609,242750,5340,0,11:28:40.412190
29077,27252,251611,242758,5350,0,11:28:40.451331
29080,27255,251611,242757,5360,0,11:28:40.491365
29072,27252,251629,242757,5370,0,11:28:40.531913
29110,27256,251599,242750,5380,0,11:28:40.572527
29112,27253,251615,242753,5390,0,11:28:40.601570
29066,27255,251613,242756,5400,0,11:28:40.641651
29087,27258,251642,242757,5410,0,11:28:40.682132
29085,27255,251614,242751,5420,0,11:28:40.721446
29084,27257,251586,242751,5430,0,11:28:40.761667
29081,27252,251609,242751,5440,0,11:28:40.802465
